,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
1584,jeanblue,910.0,452.0,系列298,產品298-18,2016-01-30T07:51:10,FEMALE,30.0,廣告_critei_critei,M,169191,L_CBY_01251
1585,navyblue,924.0,707.0,系列298,產品298-7,2016-01-30T07:51:10,FEMALE,30.0,廣告_critei_critei,S,169191,L_CBY_01251
1586,,1119.0,581.0,系列298,產品298-37,2016-01-30T07:51:10,FEMALE,30.0,廣告_critei_critei,45cm,169191,L_CBY_01251
1587,,630.0,456.0,系列47,產品47-42,2016-09-28T06:08:22,FEMALE,30.0,廣告_自然流量,iPhone 5/5S,237759,L_CBY_01251
1588,,630.0,456.0,系列47,產品47-42,2016-09-28T06:08:22,FEMALE,30.0,廣告_自然流量,iPhone 5/5S,237759,L_CBY_01251
1589,,571.0,313.0,系列47,產品47-16,2016-09-28T06:08:22,FEMALE,30.0,廣告_自然流量,無,237759,L_CBY_01251
1590,,630.0,456.0,系列445,產品445-42,2016-09-28T06:08:22,FEMALE,30.0,廣告_自然流量,iPhone 5/5S,237759,L_CBY_01251
1591,irontrigray,795.0,419.0,系列28,產品28-3,2017-02-06T04:38:02,FEMALE,30.0,廣告_自然流量,S,269772,L_CBY_01251
1592,black,1398.0,765.0,系列21,產品21-24,2017-02-06T04:38:02,FEMALE,30.0,廣告_自然流量,S,269772,L_CBY_01251
1593,,526.0,290.0,系列4,產品4-28,2017-05-07T14:48:47,FEMALE,30.0,廣告_自然流量,無,301065,L_CBY_01251
1594,skyblue,1300.0,418.0,系列172,產品172-29,2017-05-07T14:48:47,FEMALE,30.0,廣告_自然流量,M,301065,L_CBY_01251
1595,whitetrigray,897.0,441.0,系列117,產品117-11,2017-01-10T15:25:42,FEMALE,26.0,廣告_自然流量,S,263418,L_CBY_03146
1596,babypink,897.0,419.0,系列117,產品117-12,2017-01-10T15:25:42,FEMALE,26.0,廣告_自然流量,XS,263418,L_CBY_03146
1597,gray,897.0,419.0,系列117,產品117-3,2017-01-10T15:25:42,FEMALE,26.0,廣告_自然流量,S,263418,L_CBY_03146
1598,white,498.0,245.0,系列5,產品5-15,2016-08-08T09:21:33,,,廣告_自然流量,80,222900,L_CBY_03749
1599,babypink,905.0,419.0,系列5,產品5-3,2016-08-08T09:21:33,,,廣告_自然流量,M,222900,L_CBY_03749
1600,irontrigray,905.0,419.0,系列5,產品5-12,2016-08-08T09:21:33,,,廣告_自然流量,L,222900,L_CBY_03749
1601,black,910.0,416.0,系列305,產品305-3,2016-04-16T12:03:10,FEMALE,24.0,廣告_ikip_POD,M,186708,L_CBY_03227
1602,lemonyellow,910.0,416.0,系列545,產品545-3,2016-04-16T12:03:10,FEMALE,24.0,廣告_ikip_POD,M,186708,L_CBY_03227
1603,black,979.0,419.0,系列305,產品305-3,2016-05-05T17:13:03,FEMALE,24.0,廣告_critei_critei,S,191820,L_CBY_03227
1604,lemonyellow,979.0,419.0,系列545,產品545-3,2016-05-05T17:13:03,FEMALE,24.0,廣告_critei_critei,S,191820,L_CBY_03227
1605,white,883.0,370.0,系列12,產品12-3,2017-04-16T16:32:19,FEMALE,24.0,廣告_edmP_D,M,293391,L_CBY_03227
1606,white,883.0,370.0,系列6,產品6-3,2017-04-16T16:32:19,FEMALE,24.0,廣告_edmP_D,M,293391,L_CBY_03227
1607,creamywhite,1464.0,742.0,系列1,產品1-6,2019-01-11T03:51:30,FEMALE,26.0,廣告_KDP_D,S,522087,L_CBY_02927
1608,burgundy,1629.0,824.0,系列77,產品77-6,2019-01-11T03:51:30,FEMALE,26.0,廣告_KDP_D,S,522087,L_CBY_02927
1609,white,656.0,373.0,系列145,產品145-3,2018-07-03T04:22:26,FEMALE,34.0,廣告_自然流量,M,448545,L_CBY_00851
1610,white,788.0,403.0,系列6,產品6-18,2018-07-03T04:22:26,FEMALE,34.0,廣告_自然流量,M,448545,L_CBY_00851
1611,white,788.0,375.0,系列6,產品6-29,2018-07-03T04:22:26,FEMALE,34.0,廣告_自然流量,S,448545,L_CBY_00851
1612,eggyellow,985.0,424.0,系列108,產品108-29,2018-07-03T04:22:26,FEMALE,34.0,廣告_自然流量,M,448545,L_CBY_00851
1613,,865.0,451.0,系列23,產品23-1,2016-06-21T09:32:18,FEMALE,26.0,廣告_KDPOD_cqg0608,無,207849,L_CBY_01343
1614,,865.0,451.0,系列193,產品193-1,2016-06-21T09:32:18,FEMALE,26.0,廣告_KDPOD_cqg0608,無,207849,L_CBY_01343
1615,creamywhite,887.0,676.0,系列5,產品5-7,2016-02-20T08:21:20,,,廣告_自然流量,M,173649,L_CBY_00939
1616,gray,924.0,707.0,系列241,產品241-7,2016-02-20T08:21:20,,,廣告_自然流量,M,173649,L_CBY_00939
1617,gray,821.0,418.0,系列56,產品56-18,2016-07-14T03:41:37,FEMALE,32.0,廣告_自然流量,M,213954,L_CBY_04853
1618,watermelonred,821.0,418.0,系列37,產品37-18,2016-07-14T03:41:37,FEMALE,32.0,廣告_自然流量,L,213954,L_CBY_04853
1619,tiffanygreen,740.0,418.0,系列54,產品54-18,2016-07-14T03:41:37,FEMALE,32.0,廣告_自然流量,L,213954,L_CBY_04853
1620,,1267.0,651.0,系列41,產品41-43,2016-07-14T03:41:37,FEMALE,32.0,廣告_自然流量,F,213954,L_CBY_04853
1621,white,822.0,370.0,系列5,產品5-3,2016-06-08T07:18:48,FEMALE,34.0,廣告_ikip_ctq,L,203388,L_CBY_03239
1622,white,822.0,370.0,系列5,產品5-12,2016-06-08T07:18:48,FEMALE,34.0,廣告_ikip_ctq,M,203388,L_CBY_03239
1623,white,502.0,245.0,系列5,產品5-15,2016-06-08T07:18:48,FEMALE,34.0,廣告_ikip_ctq,80,203388,L_CBY_03239
1624,,1179.0,540.0,系列7,產品7-37,2017-12-03T14:58:44,FEMALE,32.0,廣告_KDP_D,45cm,386154,L_CBY_03110
1625,,1179.0,540.0,系列7,產品7-37,2017-12-03T14:58:44,FEMALE,32.0,廣告_KDP_D,45cm,386154,L_CBY_03110
1626,,245.0,163.0,系列8,產品8-35,2017-01-13T09:34:16,FEMALE,28.0,廣告_critei_critei,無,263979,L_CBY_04825
1627,,765.0,313.0,系列41,產品41-16,2017-01-13T09:34:16,FEMALE,28.0,廣告_critei_critei,無,263979,L_CBY_04825
1628,irontrigray,821.0,419.0,系列10,產品10-3,2017-04-22T07:25:55,FEMALE,28.0,廣告_自然流量,S,295227,L_CBY_04825
1629,,492.0,237.0,系列10,產品10-26,2017-04-22T07:25:55,FEMALE,28.0,廣告_自然流量,無,295227,L_CBY_04825
1630,,46.0,28.0,系列25,產品25-83,2017-04-22T07:25:55,FEMALE,28.0,廣告_自然流量,無,295227,L_CBY_04825
1631,,592.0,306.0,系列92,產品92-16,2018-01-27T12:34:09,,,廣告_KDP_P,無,398340,L_CBY_01326
1632,,971.0,462.0,系列2,產品2-102,2018-08-24T13:54:10,,,廣告_自然流量,S,467868,L_CBY_01326
1633,,1461.0,1234.0,系列8,產品8-35,2019-01-31T00:57:54,,,廣告_GINEMK_D,無,528417,L_CBY_01326
1634,,559.0,275.0,系列41,產品41-27,2016-08-23T04:16:13,FEMALE,32.0,廣告_qdwit_pid,無,227229,L_CBY_04064
1635,,559.0,275.0,系列41,產品41-27,2016-08-23T04:16:13,FEMALE,32.0,廣告_qdwit_pid,無,227229,L_CBY_04064
1636,watermelonred,1028.0,424.0,系列4,產品4-18,2017-07-28T09:05:31,FEMALE,32.0,廣告_自然流量,S,337641,L_CBY_04064
1637,tiffanygreen,821.0,424.0,系列9,產品9-18,2017-07-28T09:05:31,FEMALE,32.0,廣告_自然流量,S,337641,L_CBY_04064
1638,jeanblue,1028.0,424.0,系列11,產品11-18,2017-07-28T09:05:31,FEMALE,32.0,廣告_自然流量,S,337641,L_CBY_04064
1639,jeanblue,1028.0,424.0,系列4,產品4-18,2017-08-15T08:07:09,FEMALE,32.0,廣告_critei_critei,M,345312,L_CBY_04064
1640,tiffanygreen,821.0,424.0,系列9,產品9-18,2017-08-15T08:07:09,FEMALE,32.0,廣告_critei_critei,M,345312,L_CBY_04064
1641,babyblue,1028.0,424.0,系列11,產品11-18,2017-08-15T08:07:09,FEMALE,32.0,廣告_critei_critei,M,345312,L_CBY_04064
1642,,706.0,390.0,系列8,產品8-35,2019-06-19T04:36:30,FEMALE,26.0,廣告_自然流量,無,571746,L_CBY_03345
1643,,656.0,459.0,系列136,產品136-35,2019-06-19T04:36:30,FEMALE,26.0,廣告_自然流量,無,571746,L_CBY_03345
1644,skyblue,1061.0,433.0,系列137,產品137-29,2019-08-04T00:27:59,FEMALE,26.0,廣告_edmP_D,L,584487,L_CBY_03345
1645,,477.0,140.0,系列137,產品137-2,2019-08-04T00:27:59,FEMALE,26.0,廣告_edmP_D,無,584487,L_CBY_03345
1646,white,1061.0,401.0,系列137,產品137-12,2019-08-04T00:27:59,FEMALE,26.0,廣告_edmP_D,XL,584487,L_CBY_03345
1647,babypink,1105.0,419.0,系列47,產品47-3,2017-03-01T04:02:52,FEMALE,30.0,廣告_edmP_C,S,276735,L_CBY_01972
1648,gray,1105.0,419.0,系列346,產品346-3,2017-03-01T04:02:52,FEMALE,30.0,廣告_edmP_C,S,276735,L_CBY_01972
1649,eggyellow,1061.0,433.0,系列234,產品234-3,2019-08-30T17:42:14,FEMALE,30.0,廣告_edmMK_C,S,590907,L_CBY_01972
1650,gray,1061.0,433.0,系列69,產品69-3,2019-08-30T17:42:14,FEMALE,30.0,廣告_edmMK_C,S,590907,L_CBY_01972
1651,white,1135.0,401.0,系列2,產品2-3,2019-06-27T14:17:30,FEMALE,44.0,廣告_edmP_D,XL,574260,L_CBY_04845
1652,white,821.0,387.0,系列5,產品5-3,2017-03-15T16:04:40,,,廣告_自然流量,XXL,280497,L_CBY_04591
1653,gray,821.0,436.0,系列44,產品44-3,2017-03-15T16:04:40,,,廣告_自然流量,XXL,280497,L_CBY_04591
1654,white,821.0,387.0,系列33,產品33-3,2017-03-15T16:04:40,,,廣告_自然流量,XXL,280497,L_CBY_04591
1655,tiffanygreen,1028.0,443.0,系列5,產品5-12,2018-03-29T14:44:14,,,廣告_自然流量,2XL,418020,L_CBY_04591
1656,white,821.0,393.0,系列5,產品5-12,2018-03-29T14:44:14,,,廣告_自然流量,2XL,418020,L_CBY_04591
1657,white,656.0,393.0,系列131,產品131-3,2018-08-03T16:21:04,,,廣告_GINEP_C,2XL,461499,L_CBY_04591
1658,gray,821.0,456.0,系列79,產品79-22,2017-03-26T10:46:03,FEMALE,26.0,廣告_自然流量,L,284238,L_CBY_03123
1659,navyblue,1028.0,419.0,系列31,產品31-12,2017-03-26T10:46:03,FEMALE,26.0,廣告_自然流量,M,284238,L_CBY_03123
1660,navyblue,1028.0,419.0,系列9,產品9-12,2017-03-26T10:46:03,FEMALE,26.0,廣告_自然流量,M,284238,L_CBY_03123
1661,navyblue,1028.0,439.0,系列140,產品140-3,2018-02-28T16:08:14,FEMALE,26.0,廣告_edmP_,M,410433,L_CBY_03123
1662,creamywhiteburgundy,1122.0,426.0,系列2,產品2-11,2018-02-28T16:08:14,FEMALE,26.0,廣告_edmP_,L,410433,L_CBY_03123
1663,,806.0,523.0,系列8,產品8-35,2019-05-31T21:49:23,FEMALE,26.0,廣告_自然流量,無,566559,L_CBY_01007
1664,,576.0,373.0,系列8,產品8-35,2019-05-31T21:49:23,FEMALE,26.0,廣告_自然流量,無,566559,L_CBY_01007
1665,,985.0,689.0,系列3,產品3-36,2019-05-31T21:49:23,FEMALE,26.0,廣告_自然流量,無,566559,L_CBY_01007
1666,,327.0,247.0,系列8,產品8-35,2016-12-12T15:04:28,FEMALE,28.0,廣告_KDMK_priduct,無,255540,L_CBY_02602
1667,,327.0,247.0,系列8,產品8-35,2016-12-12T15:04:28,FEMALE,28.0,廣告_KDMK_priduct,無,255540,L_CBY_02602
1668,,740.0,387.0,系列4,產品4-1,2017-04-24T21:17:59,FEMALE,28.0,廣告_KDP_D,無,296112,L_CBY_02602
1669,white,530.0,245.0,系列84,產品84-15,2017-04-24T21:17:59,FEMALE,28.0,廣告_KDP_D,130,296112,L_CBY_02602
1670,,46.0,28.0,系列25,產品25-83,2017-04-24T21:17:59,FEMALE,28.0,廣告_KDP_D,無,296112,L_CBY_02602
1671,trigrayblack,1137.0,480.0,系列31,產品31-11,2017-09-09T07:04:39,FEMALE,32.0,廣告_自然流量,S,355893,L_CBY_02431
1672,white,821.0,377.0,系列50,產品50-12,2017-09-09T07:04:39,FEMALE,32.0,廣告_自然流量,L,355893,L_CBY_02431
1673,white,948.0,421.0,系列157,產品157-30,2017-09-09T07:04:39,FEMALE,32.0,廣告_自然流量,S,355893,L_CBY_02431
1674,white,656.0,377.0,系列110,產品110-12,2017-09-09T07:04:39,FEMALE,32.0,廣告_自然流量,L,355893,L_CBY_02431
1675,babypink,865.0,419.0,系列37,產品37-3,2016-06-08T00:05:31,FEMALE,,廣告_critei_critei,S,203244,L_CBY_01444
1676,jeanblue,949.0,454.0,系列37,產品37-12,2016-06-08T00:05:31,FEMALE,,廣告_critei_critei,XL,203244,L_CBY_01444
1677,white,740.0,370.0,系列5,產品5-3,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,XS,223008,L_CBY_01444
1678,navyblue,893.0,419.0,系列5,產品5-12,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,XL,223008,L_CBY_01444
1679,lemonyellow,893.0,419.0,系列37,產品37-3,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,XS,223008,L_CBY_01444
1680,lemonyellow,893.0,419.0,系列37,產品37-12,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,XL,223008,L_CBY_01444
1681,lemonyellow,566.0,291.0,系列102,產品102-15,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,130,223008,L_CBY_01444
1682,tiffanygreen,566.0,291.0,系列102,產品102-15,2016-08-08T14:26:20,FEMALE,,廣告_自然流量,130,223008,L_CBY_01444
1683,gray,1045.0,816.0,系列97,產品97-6,2016-01-17T08:12:42,MALE,32.0,廣告_自然流量,S,163908,L_CBY_02485
1684,gray,1045.0,816.0,系列97,產品97-9,2016-01-17T08:12:42,MALE,32.0,廣告_自然流量,L,163908,L_CBY_02485
1685,gray,1045.0,816.0,系列97,產品97-6,2016-01-17T08:12:42,MALE,32.0,廣告_自然流量,M,163908,L_CBY_02485
1686,navyblue,985.0,449.0,系列2,產品2-3,2019-06-02T04:08:11,FEMALE,30.0,廣告_edmP_D,XL,567057,L_CBY_00548
1687,black,985.0,424.0,系列2,產品2-29,2019-06-02T04:08:11,FEMALE,30.0,廣告_edmP_D,XL,567057,L_CBY_00548
1688,white,740.0,370.0,系列5,產品5-3,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,XXL,222114,L_CBY_04949
1689,babyblue,656.0,350.0,系列5,產品5-20,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,130,222114,L_CBY_04949
1690,white,428.0,245.0,系列5,產品5-15,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,130,222114,L_CBY_04949
1691,white,656.0,370.0,系列5,產品5-3,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,XXL,222114,L_CBY_04949
1692,white,656.0,370.0,系列5,產品5-12,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,XXL,222114,L_CBY_04949
1693,babypink,656.0,350.0,系列79,產品79-20,2016-08-05T10:56:41,FEMALE,42.0,廣告_KDPOD_select,130,222114,L_CBY_04949
1694,white,821.0,387.0,系列300,產品300-12,2017-05-09T15:40:44,FEMALE,42.0,廣告_自然流量,2XL,301893,L_CBY_04949
1695,white,821.0,387.0,系列300,產品300-12,2017-05-09T15:40:44,FEMALE,42.0,廣告_自然流量,2XL,301893,L_CBY_04949
1696,white,821.0,387.0,系列300,產品300-12,2017-05-09T15:40:44,FEMALE,42.0,廣告_自然流量,2XL,301893,L_CBY_04949
1697,skyblue,1061.0,451.0,系列3,產品3-12,2018-11-15T13:45:26,FEMALE,42.0,廣告_B2KMP_P,2XL,497379,L_CBY_04949
1698,,1135.0,441.0,系列3,產品3-35,2018-11-15T13:45:26,FEMALE,42.0,廣告_B2KMP_P,無,497379,L_CBY_04949
1699,,1135.0,441.0,系列3,產品3-35,2018-11-15T13:45:26,FEMALE,42.0,廣告_B2KMP_P,無,497379,L_CBY_04949
1700,lemonyellow,790.0,433.0,系列300,產品300-29,2018-12-26T07:34:08,FEMALE,42.0,廣告_自然流量,XS,516135,L_CBY_04949
1701,hamred,790.0,433.0,系列300,產品300-29,2018-12-26T07:34:08,FEMALE,42.0,廣告_自然流量,S,516135,L_CBY_04949
1702,gray,985.0,451.0,系列300,產品300-12,2018-12-26T07:34:08,FEMALE,42.0,廣告_自然流量,2XL,516135,L_CBY_04949
1703,,724.0,411.0,系列2,產品2-104,2018-12-26T07:34:08,FEMALE,42.0,廣告_自然流量,S,516135,L_CBY_04949
1704,creamywhiteburgundy,1135.0,439.0,系列2,產品2-14,2018-12-26T07:34:08,FEMALE,42.0,廣告_自然流量,2XL,516135,L_CBY_04949
1705,gray,821.0,443.0,系列7,產品7-12,2017-07-29T05:40:05,FEMALE,44.0,廣告_critei_critei,XL,338004,L_CBY_02537
1706,irontrigray,821.0,443.0,系列6,產品6-12,2017-07-29T05:40:05,FEMALE,44.0,廣告_critei_critei,XL,338004,L_CBY_02537
1707,navyblue,821.0,459.0,系列6,產品6-12,2017-07-29T05:40:05,FEMALE,44.0,廣告_critei_critei,XL,338004,L_CBY_02537
1708,gray,1028.0,443.0,系列6,產品6-12,2017-07-29T05:40:05,FEMALE,44.0,廣告_critei_critei,XL,338004,L_CBY_02537
1709,creamywhite,887.0,676.0,系列5,產品5-7,2016-01-27T12:48:30,FEMALE,40.0,廣告_自然流量,S,168324,L_CBY_00510
1710,navyblue,924.0,707.0,系列5,產品5-7,2016-01-27T12:48:30,FEMALE,40.0,廣告_自然流量,S,168324,L_CBY_00510
1711,white,656.0,370.0,系列19,產品19-12,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,L,218232,L_CBY_01276
1712,watermelonred,686.0,419.0,系列19,產品19-12,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,L,218232,L_CBY_01276
1713,white,656.0,370.0,系列19,產品19-3,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,XS,218232,L_CBY_01276
1714,watermelonred,686.0,419.0,系列19,產品19-3,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,S,218232,L_CBY_01276
1715,white,492.0,245.0,系列19,產品19-15,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,90,218232,L_CBY_01276
1716,watermelonred,492.0,291.0,系列19,產品19-15,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,90,218232,L_CBY_01276
1717,lemonyellow,686.0,419.0,系列19,產品19-12,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,XL,218232,L_CBY_01276
1718,gray,686.0,419.0,系列19,產品19-3,2016-07-25T22:58:48,FEMALE,32.0,廣告_自然流量,L,218232,L_CBY_01276
1719,tiffanygreen,793.0,419.0,系列19,產品19-12,2016-08-11T14:11:46,FEMALE,32.0,廣告_自然流量,XXL,223971,L_CBY_01276
1720,babyblue,916.0,419.0,系列19,產品19-3,2016-08-11T14:11:46,FEMALE,32.0,廣告_自然流量,L,223971,L_CBY_01276
1721,,971.0,416.0,系列1,產品1-52,2018-07-01T14:40:03,FEMALE,28.0,廣告_自然流量,M,448008,L_CBY_01014
1722,white,849.0,373.0,系列1,產品1-12,2018-07-01T14:40:03,FEMALE,28.0,廣告_自然流量,L,448008,L_CBY_01014
1723,,971.0,416.0,系列1,產品1-52,2018-07-01T14:40:03,FEMALE,28.0,廣告_自然流量,L,448008,L_CBY_01014
1724,gray,962.0,502.0,系列36,產品36-23,2016-12-15T03:39:29,FEMALE,30.0,廣告_自然流量,XL,256209,L_CBY_00884
1725,gray,903.0,502.0,系列26,產品26-23,2016-12-15T03:39:29,FEMALE,30.0,廣告_自然流量,XL,256209,L_CBY_00884
1726,navyblue,870.0,419.0,系列88,產品88-12,2016-12-15T03:39:29,FEMALE,30.0,廣告_自然流量,XL,256209,L_CBY_00884
1727,white,985.0,383.0,系列19,產品19-12,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,L,483789,L_CBY_02672
1728,white,393.0,262.0,系列19,產品19-15,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,80,483789,L_CBY_02672
1729,white,393.0,262.0,系列19,產品19-15,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,130,483789,L_CBY_02672
1730,white,393.0,262.0,系列19,產品19-15,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,130,483789,L_CBY_02672
1731,white,656.0,383.0,系列19,產品19-29,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,L,483789,L_CBY_02672
1732,,985.0,383.0,系列14,產品14-132,2018-10-12T14:42:07,FEMALE,36.0,廣告_KDP_D,L,483789,L_CBY_02672
1733,gray,893.0,419.0,系列33,產品33-3,2016-08-23T09:56:49,,,廣告_critei_critei,L,227307,L_CBY_02799
1734,gray,893.0,419.0,系列33,產品33-12,2016-08-23T09:56:49,,,廣告_critei_critei,XL,227307,L_CBY_02799
1735,lemonyellow,893.0,419.0,系列279,產品279-3,2016-08-23T09:56:49,,,廣告_critei_critei,L,227307,L_CBY_02799
1736,lemonyellow,893.0,419.0,系列279,產品279-12,2016-08-23T09:56:49,,,廣告_critei_critei,XL,227307,L_CBY_02799
1737,black,916.0,419.0,系列1,產品1-12,2016-10-26T05:11:09,FEMALE,28.0,廣告_critei_critei,XXL,245094,L_CBY_01491
1738,black,916.0,419.0,系列6,產品6-12,2016-10-26T05:11:09,FEMALE,28.0,廣告_critei_critei,XXL,245094,L_CBY_01491
1739,gray,1135.0,719.0,系列56,產品56-7,2017-02-27T11:28:16,FEMALE,28.0,廣告_KDP_s,S,276000,L_CBY_03466
1740,watermelonred,821.0,419.0,系列56,產品56-12,2017-03-16T04:14:45,FEMALE,28.0,廣告_B2KP_D,XS,280608,L_CBY_03466
1741,tiffanygreen,821.0,456.0,系列56,產品56-22,2017-03-16T04:14:45,FEMALE,28.0,廣告_B2KP_D,S,280608,L_CBY_03466
1742,white,821.0,370.0,系列56,產品56-3,2017-03-16T04:14:45,FEMALE,28.0,廣告_B2KP_D,XS,280608,L_CBY_03466
1743,creamywhiteburgundy,985.0,498.0,系列147,產品147-11,2017-03-16T04:14:45,FEMALE,28.0,廣告_B2KP_D,XS,280608,L_CBY_03466
1744,babypink,790.0,433.0,系列2,產品2-29,2018-10-27T17:11:22,FEMALE,28.0,廣告_KDP_D,L,489900,L_CBY_03466
1745,navyblue,985.0,433.0,系列2,產品2-12,2018-10-27T17:11:22,FEMALE,28.0,廣告_KDP_D,L,489900,L_CBY_03466
1746,navyblue,985.0,433.0,系列2,產品2-12,2018-10-27T17:11:22,FEMALE,28.0,廣告_KDP_D,M,489900,L_CBY_03466
1747,navyblue,790.0,424.0,系列2,產品2-29,2018-10-27T17:11:22,FEMALE,28.0,廣告_KDP_D,L,489900,L_CBY_03466
1748,navyblue,1028.0,436.0,系列6,產品6-12,2017-05-22T13:03:02,FEMALE,28.0,廣告_B2KP_D,2XL,306300,L_CBY_01301
1749,white,821.0,370.0,系列81,產品81-3,2017-05-22T13:03:02,FEMALE,28.0,廣告_B2KP_D,M,306300,L_CBY_01301
1750,gray,1028.0,419.0,系列81,產品81-3,2017-05-22T13:03:02,FEMALE,28.0,廣告_B2KP_D,M,306300,L_CBY_01301
1751,navyblue,1028.0,418.0,系列6,產品6-29,2017-07-02T15:28:00,FEMALE,28.0,廣告_KDP_P,L,327198,L_CBY_01301
1752,babypink,1028.0,418.0,系列6,產品6-29,2017-07-02T15:28:00,FEMALE,28.0,廣告_KDP_P,M,327198,L_CBY_01301
1753,red,1028.0,418.0,系列6,產品6-29,2017-07-02T15:28:00,FEMALE,28.0,廣告_KDP_P,L,327198,L_CBY_01301
1754,lemonyellow,855.0,419.0,系列82,產品82-12,2016-07-06T06:42:07,,40.0,廣告_critei_critei,L,212049,L_CBY_04801
1755,babypink,882.0,434.0,系列82,產品82-17,2016-07-06T06:42:07,,40.0,廣告_critei_critei,F,212049,L_CBY_04801
1756,watermelonred,492.0,291.0,系列82,產品82-15,2016-07-06T06:42:07,,40.0,廣告_critei_critei,90,212049,L_CBY_04801
1757,tiffanygreen,855.0,419.0,系列67,產品67-12,2016-07-06T06:42:07,,40.0,廣告_critei_critei,L,212049,L_CBY_04801
1758,lemonyellow,492.0,291.0,系列67,產品67-15,2016-07-06T06:42:07,,40.0,廣告_critei_critei,90,212049,L_CBY_04801
1759,jeanblue,926.0,454.0,系列67,產品67-3,2016-07-06T06:42:07,,40.0,廣告_critei_critei,S,212049,L_CBY_04801
1760,hamred,656.0,548.0,系列37,產品37-10,2017-01-13T08:11:47,,40.0,廣告_ikip_ikip,90,263964,L_CBY_04801
1761,lemonyellow,492.0,329.0,系列148,產品148-21,2017-01-13T08:11:47,,40.0,廣告_ikip_ikip,90,263964,L_CBY_04801
1762,tiffanygreen,740.0,548.0,系列774,產品774-10,2017-01-13T08:11:47,,40.0,廣告_ikip_ikip,90,263964,L_CBY_04801
1763,hamred,656.0,316.0,系列5,產品5-21,2017-10-21T08:55:58,,40.0,廣告_自然流量,90,374787,L_CBY_04801
1764,creamywhiterosepink,1066.0,426.0,系列63,產品63-11,2017-10-21T08:55:58,,40.0,廣告_自然流量,XS,374787,L_CBY_04801
1765,navyblue,656.0,316.0,系列63,產品63-21,2017-10-21T08:55:58,,40.0,廣告_自然流量,90,374787,L_CBY_04801
1766,tiffanygreen,656.0,316.0,系列365,產品365-21,2017-10-21T08:55:58,,40.0,廣告_自然流量,90,374787,L_CBY_04801
1767,lemonyellow,656.0,316.0,系列5,產品5-21,2018-03-27T05:44:59,,40.0,廣告_critei_critei,110,416628,L_CBY_04801
1768,hamred,1028.0,426.0,系列5,產品5-3,2018-03-27T05:44:59,,40.0,廣告_critei_critei,S,416628,L_CBY_04801
1769,eggyellow,1028.0,424.0,系列17,產品17-29,2018-03-27T05:44:59,,40.0,廣告_critei_critei,S,416628,L_CBY_04801
1770,red,410.0,298.0,系列63,產品63-15,2018-03-27T05:44:59,,40.0,廣告_critei_critei,110,416628,L_CBY_04801
1771,black,1028.0,426.0,系列63,產品63-12,2018-03-27T05:44:59,,40.0,廣告_critei_critei,L,416628,L_CBY_04801
1772,skyblue,1028.0,424.0,系列63,產品63-3,2018-03-27T05:44:59,,40.0,廣告_critei_critei,S,416628,L_CBY_04801
1773,lemonyellow,821.0,426.0,系列76,產品76-3,2018-03-27T05:44:59,,40.0,廣告_critei_critei,S,416628,L_CBY_04801
1774,tiffanygreen,410.0,298.0,系列5,產品5-15,2018-05-29T04:23:04,,40.0,廣告_自然流量,110,439584,L_CBY_04801
